id,name,Type,Gender,Skin,Attribute Count,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7
2522,Punk #2522,Human,Male,Dark,2,Mohawk Thin,Earring,,,,,
2523,Punk #2523,Human,Female,Light,3,Big Shades,Straight Hair Blonde,Purple Lipstick,,,,
2524,Punk #2524,Human,Male,Medium,3,Stringy Hair,Eye Mask,Earring,,,,
2525,Punk #2525,Human,Female,Dark,4,Tassle Hat,Black Lipstick,Earring,Cigarette,,,
2526,Punk #2526,Human,Female,Medium,1,Purple Lipstick,,,,,,
2527,Punk #2527,Human,Female,Dark,3,Pink With Hat,Clown Eyes Blue,Cigarette,,,,
2528,Punk #2528,Human,Male,Medium,3,Shadow Beard,Eye Patch,Mohawk Dark,,,,
2529,Punk #2529,Human,Male,Medium,3,Mustache,Mohawk,Regular Shades,,,,
2530,Punk #2530,Human,Female,Albino,2,Knitted Cap,Earring,,,,,
2531,Punk #2531,Human,Female,Dark,3,Stringy Hair,VR,Purple Lipstick,,,,
2532,Punk #2532,Human,Female,Light,3,Clown Eyes Green,Blonde Short,Earring,,,,
2533,Punk #2533,Human,Female,Medium,4,Mole,Big Shades,Straight Hair,Purple Lipstick,,,
2534,Punk #2534,Human,Male,Dark,2,Luxurious Beard,Shaved Head,,,,,
2535,Punk #2535,Human,Male,Light,3,Shadow Beard,Earring,Shaved Head,,,,
2536,Punk #2536,Human,Male,Dark,2,Eye Patch,Cowboy Hat,,,,,
2537,Punk #2537,Human,Male,Light,3,Cap Forward,Earring,Nerd Glasses,,,,
2538,Punk #2538,Human,Male,Dark,3,Front Beard,Horned Rim Glasses,Shaved Head,,,,
2539,Punk #2539,Human,Male,Light,3,Cap Forward,Earring,Big Beard,,,,
2540,Punk #2540,Human,Female,Light,2,Black Lipstick,Pilot Helmet,,,,,
2541,Punk #2541,Human,Male,Medium,2,Silver Chain,Mohawk Dark,,,,,
2542,Punk #2542,Human,Male,Light,3,Chinstrap,Earring,Do-rag,,,,
2543,Punk #2543,Human,Female,Light,2,Messy Hair,Black Lipstick,,,,,
2544,Punk #2544,Human,Female,Light,2,Tassle Hat,Regular Shades,,,,,
2545,Punk #2545,Human,Male,Albino,2,Mohawk,Regular Shades,,,,,
2546,Punk #2546,Human,Female,Dark,3,Black Lipstick,Earring,Straight Hair Dark,,,,
2547,Punk #2547,Human,Male,Light,2,Bandana,Earring,,,,,
2548,Punk #2548,Human,Male,Medium,3,Cap Forward,Nerd Glasses,Smile,,,,
2549,Punk #2549,Human,Female,Light,3,Black Lipstick,Pilot Helmet,Earring,,,,
2550,Punk #2550,Human,Male,Medium,2,Hoodie,Goat,,,,,
2551,Punk #2551,Human,Female,Light,3,Red Mohawk,Medical Mask,Purple Lipstick,,,,
2552,Punk #2552,Human,Female,Light,3,Purple Eye Shadow,Headband,Earring,,,,
2553,Punk #2553,Human,Male,Medium,2,Eye Mask,Knitted Cap,,,,,
2554,Punk #2554,Human,Female,Light,2,Frumpy Hair,Clown Eyes Blue,,,,,
2555,Punk #2555,Human,Female,Light,2,Wild Hair,VR,,,,,
2556,Punk #2556,Human,Male,Dark,3,Earring,Do-rag,Regular Shades,,,,
2557,Punk #2557,Human,Male,Dark,3,Goat,Do-rag,Mole,,,,
2558,Punk #2558,Human,Female,Light,2,Headband,Clown Eyes Blue,,,,,
2559,Punk #2559,Human,Male,Medium,3,Messy Hair,Earring,Small Shades,,,,
2560,Punk #2560,Zombie,Male,,4,Front Beard,Earring,Headband,VR,,,
2561,Punk #2561,Human,Male,Dark,2,Cap Forward,Earring,,,,,
2562,Punk #2562,Human,Female,Medium,4,Knitted Cap,Green Eye Shadow,Hot Lipstick,Cigarette,,,
2563,Punk #2563,Human,Female,Dark,2,Mohawk,Earring,,,,,
2564,Punk #2564,Human,Male,Medium,2,Front Beard,Bandana,,,,,
2565,Punk #2565,Human,Male,Dark,3,Mohawk Thin,Shadow Beard,Regular Shades,,,,
2566,Punk #2566,Zombie,Male,,2,Messy Hair,Normal Beard,,,,,
2567,Punk #2567,Human,Male,Light,3,Cigarette,Fedora,Mustache,,,,
2568,Punk #2568,Human,Male,Light,2,Wild Hair,Mole,,,,,
2569,Punk #2569,Human,Male,Medium,3,Shadow Beard,Shaved Head,Eye Patch,,,,
2570,Punk #2570,Human,Male,Medium,3,Peak Spike,Mustache,VR,,,,
2571,Punk #2571,Human,Male,Medium,3,Cap Forward,Smile,Regular Shades,,,,
2572,Punk #2572,Human,Male,Albino,3,Vampire Hair,Front Beard,3D Glasses,,,,
2573,Punk #2573,Human,Male,Albino,1,Vampire Hair,,,,,,
2574,Punk #2574,Human,Male,Dark,3,Purple Hair,Earring,Goat,,,,
2575,Punk #2575,Human,Male,Medium,2,Stringy Hair,Clown Eyes Blue,,,,,
2576,Punk #2576,Human,Male,Albino,1,Big Shades,,,,,,
2577,Punk #2577,Human,Male,Dark,3,Bandana,Eye Mask,Shadow Beard,,,,
2578,Punk #2578,Human,Female,Dark,1,Earring,,,,,,
2579,Punk #2579,Human,Male,Light,2,Cap Forward,Nerd Glasses,,,,,
2580,Punk #2580,Human,Male,Medium,2,Peak Spike,Mustache,,,,,
2581,Punk #2581,Human,Male,Albino,3,Chinstrap,Regular Shades,Cowboy Hat,,,,
2582,Punk #2582,Human,Male,Albino,3,Bandana,Earring,Goat,,,,
2583,Punk #2583,Human,Female,Medium,2,Crazy Hair,Clown Eyes Blue,,,,,
2584,Punk #2584,Human,Male,Light,2,Front Beard,Mohawk Thin,,,,,
2585,Punk #2585,Human,Male,Light,3,Cigarette,Headband,Big Beard,,,,
2586,Punk #2586,Human,Male,Light,3,Front Beard Dark,Mohawk,Eye Patch,,,,
2587,Punk #2587,Human,Male,Medium,3,Frown,Earring,Headband,,,,
2588,Punk #2588,Human,Female,Albino,4,Tassle Hat,Spots,Earring,Clown Eyes Blue,,,
2589,Punk #2589,Human,Female,Medium,2,Dark Hair,Rosy Cheeks,,,,,
2590,Punk #2590,Human,Male,Dark,4,Muttonchops,Fedora,Earring,Nerd Glasses,,,
2591,Punk #2591,Human,Female,Light,2,Green Eye Shadow,Straight Hair,,,,,
2592,Punk #2592,Human,Male,Light,3,Cap Forward,Earring,VR,,,,
2593,Punk #2593,Human,Male,Medium,3,Bandana,Goat,Eye Patch,,,,
2594,Punk #2594,Human,Female,Dark,2,Clown Eyes Green,Frumpy Hair,,,,,
2595,Punk #2595,Human,Male,Dark,4,Stringy Hair,Classic Shades,Earring,Mole,,,
2596,Punk #2596,Human,Female,Medium,1,Purple Eye Shadow,,,,,,
2597,Punk #2597,Human,Male,Dark,2,Mustache,Mohawk,,,,,
2598,Punk #2598,Human,Female,Medium,2,Messy Hair,Horned Rim Glasses,,,,,
2599,Punk #2599,Human,Male,Light,3,Front Beard,Earring,Mohawk Dark,,,,
2600,Punk #2600,Human,Male,Light,2,Peak Spike,Regular Shades,,,,,
2601,Punk #2601,Human,Female,Medium,2,Tiara,Clown Eyes Blue,,,,,
2602,Punk #2602,Human,Female,Dark,2,Red Mohawk,Vape,,,,,
2603,Punk #2603,Human,Male,Medium,2,Stringy Hair,Horned Rim Glasses,,,,,
2604,Punk #2604,Human,Male,Light,2,Stringy Hair,Handlebars,,,,,
2605,Punk #2605,Human,Female,Medium,2,Orange Side,Clown Eyes Green,,,,,
2606,Punk #2606,Human,Male,Light,2,Headband,Mole,,,,,
2607,Punk #2607,Human,Male,Medium,3,Handlebars,Big Shades,Headband,,,,
2608,Punk #2608,Human,Female,Albino,4,Spots,Hot Lipstick,Classic Shades,Half Shaved,,,
2609,Punk #2609,Human,Male,Albino,3,Normal Beard,Knitted Cap,Regular Shades,,,,
2610,Punk #2610,Human,Female,Light,3,Black Lipstick,Clown Eyes Green,Crazy Hair,,,,
2611,Punk #2611,Human,Male,Dark,3,Front Beard,Clown Nose,Mohawk Thin,,,,
2612,Punk #2612,Human,Male,Light,2,Peak Spike,Handlebars,,,,,
2613,Punk #2613,Human,Female,Dark,3,Mole,Welding Goggles,Pigtails,,,,
2614,Punk #2614,Human,Male,Dark,3,Clown Eyes Blue,Luxurious Beard,Police Cap,,,,
2615,Punk #2615,Human,Male,Albino,3,Cap,Big Shades,Earring,,,,
2616,Punk #2616,Human,Male,Medium,2,Hoodie,Mustache,,,,,
2617,Punk #2617,Human,Female,Light,3,Vape,Mohawk Thin,Hot Lipstick,,,,
2618,Punk #2618,Human,Female,Dark,3,Clown Eyes Green,Half Shaved,Purple Lipstick,,,,
2619,Punk #2619,Human,Male,Light,5,Cigarette,Front Beard Dark,Earring,Horned Rim Glasses,Knitted Cap,,
2620,Punk #2620,Human,Male,Light,3,Wild Hair,Normal Beard,3D Glasses,,,,
2621,Punk #2621,Human,Female,Light,2,Orange Side,Earring,,,,,
2622,Punk #2622,Human,Female,Light,3,Blue Eye Shadow,Messy Hair,Gold Chain,,,,
2623,Punk #2623,Human,Female,Dark,4,Big Shades,Wild White Hair,Purple Lipstick,Earring,,,
2624,Punk #2624,Human,Female,Light,3,Wild White Hair,Earring,Cigarette,,,,
2625,Punk #2625,Human,Male,Albino,3,Front Beard,Messy Hair,Regular Shades,,,,
2626,Punk #2626,Human,Female,Light,2,Pink With Hat,Hot Lipstick,,,,,
2627,Punk #2627,Human,Female,Medium,2,Eye Mask,Bandana,,,,,
2628,Punk #2628,Human,Female,Light,3,Black Lipstick,Frumpy Hair,Nerd Glasses,,,,
2629,Punk #2629,Human,Female,Medium,3,Black Lipstick,Mohawk,Earring,,,,
2630,Punk #2630,Human,Male,Medium,2,Frumpy Hair,Regular Shades,,,,,
2631,Punk #2631,Human,Male,Dark,3,Police Cap,Silver Chain,Horned Rim Glasses,,,,
2632,Punk #2632,Human,Male,Albino,4,Frown,Earring,Mohawk Dark,Mole,,,
2633,Punk #2633,Human,Male,Dark,2,Hoodie,Regular Shades,,,,,
2634,Punk #2634,Human,Female,Light,2,Red Mohawk,Purple Lipstick,,,,,
2635,Punk #2635,Human,Male,Dark,2,Frumpy Hair,Mustache,,,,,
2636,Punk #2636,Human,Male,Light,2,Smile,Do-rag,,,,,
2637,Punk #2637,Human,Male,Dark,2,Normal Beard Black,Purple Hair,,,,,
2638,Punk #2638,Human,Female,Albino,2,Bandana,Cigarette,,,,,
2639,Punk #2639,Human,Male,Medium,5,Bandana,Frown,Shadow Beard,Classic Shades,Pipe,,
2640,Punk #2640,Human,Male,Albino,3,Shadow Beard,Earring,Shaved Head,,,,
2641,Punk #2641,Human,Male,Dark,3,Cigarette,Small Shades,Cowboy Hat,,,,
2642,Punk #2642,Human,Male,Dark,4,Front Beard,Frumpy Hair,Big Shades,Earring,,,
2643,Punk #2643,Human,Female,Medium,3,Pigtails,Earring,Clown Eyes Blue,,,,
2644,Punk #2644,Human,Male,Light,3,Handlebars,Smile,Mohawk,,,,
2645,Punk #2645,Human,Female,Albino,3,Wild White Hair,Hot Lipstick,Regular Shades,,,,
2646,Punk #2646,Human,Female,Medium,1,Orange Side,,,,,,
2647,Punk #2647,Human,Male,Medium,2,Frumpy Hair,Muttonchops,,,,,
2648,Punk #2648,Human,Male,Dark,3,Messy Hair,Frown,Shadow Beard,,,,
2649,Punk #2649,Human,Female,Dark,2,Green Eye Shadow,Wild Blonde,,,,,
2650,Punk #2650,Human,Male,Dark,4,Cap,Big Shades,Silver Chain,Mustache,,,
2651,Punk #2651,Human,Female,Albino,3,Messy Hair,Black Lipstick,Nerd Glasses,,,,
2652,Punk #2652,Human,Female,Medium,3,Mole,Bandana,Hot Lipstick,,,,
2653,Punk #2653,Human,Male,Albino,4,Handlebars,Earring,Horned Rim Glasses,Do-rag,,,
2654,Punk #2654,Human,Female,Albino,3,Big Shades,Earring,Straight Hair Dark,,,,
2655,Punk #2655,Human,Male,Medium,3,Clown Nose,Chinstrap,Shaved Head,,,,
2656,Punk #2656,Human,Male,Dark,1,Handlebars,,,,,,
2657,Punk #2657,Human,Male,Light,5,Clown Nose,Fedora,Pipe,Smile,Regular Shades,,
2658,Punk #2658,Human,Female,Light,3,Red Mohawk,Purple Eye Shadow,Hot Lipstick,,,,
2659,Punk #2659,Human,Female,Medium,4,Mole,Purple Eye Shadow,Stringy Hair,Earring,,,
2660,Punk #2660,Human,Female,Dark,2,Clown Eyes Green,Straight Hair Blonde,,,,,
2661,Punk #2661,Human,Male,Medium,3,Earring,Crazy Hair,Mole,,,,
2662,Punk #2662,Human,Male,Dark,3,Luxurious Beard,Eye Patch,Mohawk Dark,,,,
2663,Punk #2663,Human,Male,Dark,2,Wild Hair,Horned Rim Glasses,,,,,
2664,Punk #2664,Human,Female,Light,3,Wild White Hair,Green Eye Shadow,Purple Lipstick,,,,
2665,Punk #2665,Human,Male,Dark,2,Purple Hair,Eye Patch,,,,,
2666,Punk #2666,Human,Male,Dark,2,Bandana,Small Shades,,,,,
2667,Punk #2667,Human,Male,Albino,3,Cigarette,Frumpy Hair,Earring,,,,
2668,Punk #2668,Human,Male,Light,3,Frumpy Hair,Chinstrap,Earring,,,,
2669,Punk #2669,Human,Male,Light,2,Chinstrap,Shaved Head,,,,,
2670,Punk #2670,Human,Male,Light,3,Stringy Hair,Classic Shades,Earring,,,,
2671,Punk #2671,Human,Male,Medium,2,Headband,Small Shades,,,,,
2672,Punk #2672,Human,Male,Dark,4,Frown,Muttonchops,Purple Hair,Earring,,,
2673,Punk #2673,Human,Male,Light,4,Frumpy Hair,Muttonchops,Horned Rim Glasses,Pipe,,,
2674,Punk #2674,Human,Male,Medium,2,Mohawk Thin,Front Beard Dark,,,,,
2675,Punk #2675,Human,Female,Light,3,Blue Eye Shadow,Stringy Hair,Purple Lipstick,,,,
2676,Punk #2676,Human,Female,Dark,1,Tiara,,,,,,
2677,Punk #2677,Human,Male,Dark,2,Knitted Cap,Mole,,,,,
2678,Punk #2678,Human,Male,Dark,3,Normal Beard Black,Buck Teeth,Wild Hair,,,,
2679,Punk #2679,Human,Male,Medium,2,Goat,Shaved Head,,,,,
2680,Punk #2680,Human,Female,Light,4,Black Lipstick,Pink With Hat,Purple Eye Shadow,Choker,,,
2681,Punk #2681,Zombie,Male,,2,Clown Eyes Blue,Cap,,,,,
2682,Punk #2682,Human,Female,Medium,2,Tassle Hat,Purple Eye Shadow,,,,,
2683,Punk #2683,Human,Male,Medium,2,Peak Spike,Front Beard Dark,,,,,
2684,Punk #2684,Human,Male,Dark,2,Vampire Hair,Muttonchops,,,,,
2685,Punk #2685,Human,Male,Light,2,Normal Beard Black,Purple Hair,,,,,
2686,Punk #2686,Human,Female,Medium,2,Blonde Bob,Clown Eyes Blue,,,,,
2687,Punk #2687,Human,Male,Light,4,Bandana,Big Shades,Mustache,Mole,,,
2688,Punk #2688,Human,Male,Dark,4,Vampire Hair,Earring,Normal Beard,Regular Shades,,,
2689,Punk #2689,Human,Male,Light,2,Normal Beard Black,Earring,,,,,
2690,Punk #2690,Human,Female,Dark,2,Blue Eye Shadow,Pink With Hat,,,,,
2691,Punk #2691,Human,Male,Dark,3,Shadow Beard,Knitted Cap,Smile,,,,
2692,Punk #2692,Human,Female,Medium,4,Pipe,Eye Patch,Wild Hair,Purple Lipstick,,,
2693,Punk #2693,Human,Male,Light,2,Frumpy Hair,Smile,,,,,
2694,Punk #2694,Human,Male,Dark,3,Front Beard Dark,Wild Hair,Earring,,,,
2695,Punk #2695,Human,Male,Medium,3,Normal Beard Black,Do-rag,Small Shades,,,,
2696,Punk #2696,Human,Female,Dark,3,Mohawk,Regular Shades,Purple Lipstick,,,,
2697,Punk #2697,Human,Female,Albino,3,Black Lipstick,Clown Eyes Green,Straight Hair,,,,
2698,Punk #2698,Human,Female,Medium,2,Choker,Straight Hair Blonde,,,,,
2699,Punk #2699,Human,Male,Albino,2,Chinstrap,Shaved Head,,,,,
2700,Punk #2700,Human,Female,Albino,3,Messy Hair,Big Shades,Purple Lipstick,,,,
2701,Punk #2701,Human,Male,Light,4,Peak Spike,Vape,Earring,Horned Rim Glasses,,,
2702,Punk #2702,Human,Male,Medium,3,Shadow Beard,Wild Hair,Eye Patch,,,,
2703,Punk #2703,Human,Female,Medium,2,Green Eye Shadow,Pink With Hat,,,,,
2704,Punk #2704,Human,Female,Albino,3,Cap,Silver Chain,Medical Mask,,,,
2705,Punk #2705,Human,Female,Dark,2,Welding Goggles,Blonde Bob,,,,,
2706,Punk #2706,Human,Female,Light,2,Purple Lipstick,Straight Hair Dark,,,,,
2707,Punk #2707,Human,Female,Medium,3,Blue Eye Shadow,Headband,Earring,,,,
2708,Punk #2708,Zombie,Male,,2,Bandana,Earring,,,,,
2709,Punk #2709,Human,Male,Medium,2,Messy Hair,Shadow Beard,,,,,
2710,Punk #2710,Human,Female,Dark,3,Horned Rim Glasses,Earring,Straight Hair Dark,,,,
2711,Punk #2711,Ape,Male,,2,Cap Forward,Earring,,,,,
2712,Punk #2712,Human,Female,Light,2,Spots,Mohawk Dark,,,,,
2713,Punk #2713,Human,Female,Light,2,Blonde Short,Purple Lipstick,,,,,
2714,Punk #2714,Human,Female,Albino,2,Bandana,Earring,,,,,
2715,Punk #2715,Human,Male,Medium,4,Luxurious Beard,Frown,Earring,Medical Mask,,,
2716,Punk #2716,Human,Female,Dark,3,Clown Eyes Green,Straight Hair Blonde,Hot Lipstick,,,,
2717,Punk #2717,Human,Female,Medium,2,Pilot Helmet,Purple Lipstick,,,,,
2718,Punk #2718,Human,Male,Dark,3,Cap,Frown,Front Beard Dark,,,,
2719,Punk #2719,Human,Male,Medium,2,Chinstrap,Wild Hair,,,,,
2720,Punk #2720,Human,Male,Medium,3,Messy Hair,Eye Mask,Earring,,,,
2721,Punk #2721,Human,Female,Medium,4,Pipe,Eye Mask,Straight Hair,Hot Lipstick,,,
2722,Punk #2722,Human,Male,Light,2,Muttonchops,Wild Hair,,,,,
2723,Punk #2723,Human,Female,Dark,3,Big Shades,Wild White Hair,Earring,,,,
2724,Punk #2724,Human,Male,Medium,2,Stringy Hair,Handlebars,,,,,
2725,Punk #2725,Human,Female,Medium,2,Welding Goggles,Dark Hair,,,,,
2726,Punk #2726,Human,Male,Light,4,Luxurious Beard,Fedora,Earring,Small Shades,,,
2727,Punk #2727,Human,Male,Albino,3,Frown,Classic Shades,Shaved Head,,,,
2728,Punk #2728,Human,Male,Light,4,Stringy Hair,Chinstrap,Earring,Horned Rim Glasses,,,
2729,Punk #2729,Human,Male,Medium,2,Vape,Cowboy Hat,,,,,
2730,Punk #2730,Human,Female,Albino,2,Regular Shades,Dark Hair,,,,,
2731,Punk #2731,Human,Female,Medium,4,Vape,Hot Lipstick,Earring,Straight Hair Dark,,,
2732,Punk #2732,Human,Male,Medium,3,Normal Beard Black,Do-rag,Eye Patch,,,,
2733,Punk #2733,Human,Male,Dark,2,Chinstrap,Shaved Head,,,,,
2734,Punk #2734,Human,Female,Dark,2,Clown Eyes Blue,Straight Hair Dark,,,,,
2735,Punk #2735,Human,Female,Medium,3,Vape,Crazy Hair,Hot Lipstick,,,,
2736,Punk #2736,Human,Female,Light,2,Wild Blonde,Earring,,,,,
2737,Punk #2737,Human,Male,Medium,4,Luxurious Beard,Big Shades,Wild Hair,Earring,,,
2738,Punk #2738,Human,Male,Dark,3,Stringy Hair,Cigarette,Clown Eyes Green,,,,
2739,Punk #2739,Human,Male,Dark,4,Cap,Earring,Goat,Mole,,,
2740,Punk #2740,Human,Female,Light,3,Gold Chain,Straight Hair Blonde,Purple Lipstick,,,,
2741,Punk #2741,Human,Female,Dark,2,Orange Side,Nerd Glasses,,,,,
2742,Punk #2742,Human,Female,Dark,4,Wild White Hair,Black Lipstick,Eye Patch,Cigarette,,,
2743,Punk #2743,Human,Female,Albino,3,Black Lipstick,Regular Shades,Straight Hair Dark,,,,
2744,Punk #2744,Human,Male,Dark,3,Shadow Beard,Mohawk,Small Shades,,,,
2745,Punk #2745,Human,Male,Light,4,Peak Spike,Nerd Glasses,Normal Beard,Pipe,,,
2746,Punk #2746,Human,Male,Medium,2,Nerd Glasses,Mohawk Dark,,,,,
2747,Punk #2747,Human,Male,Dark,3,Luxurious Beard,Purple Hair,Pipe,,,,
2748,Punk #2748,Human,Male,Medium,2,Vape,Top Hat,,,,,
2749,Punk #2749,Human,Male,Medium,2,Big Shades,Headband,,,,,
2750,Punk #2750,Human,Male,Dark,3,Cap Forward,Nerd Glasses,Mole,,,,
2751,Punk #2751,Human,Female,Light,3,Purple Eye Shadow,Earring,Blonde Bob,,,,
2752,Punk #2752,Human,Male,Light,2,Wild Hair,Small Shades,,,,,
2753,Punk #2753,Human,Male,Light,4,Eye Mask,Police Cap,Gold Chain,Earring,,,
2754,Punk #2754,Human,Female,Medium,3,Black Lipstick,Frumpy Hair,Cigarette,,,,
2755,Punk #2755,Human,Female,Medium,3,Messy Hair,Green Eye Shadow,Cigarette,,,,
2756,Punk #2756,Human,Female,Dark,3,Clown Eyes Green,Hot Lipstick,Mohawk Dark,,,,
2757,Punk #2757,Human,Male,Dark,3,Earring,Headband,Medical Mask,,,,
2758,Punk #2758,Human,Male,Dark,3,Cigarette,Cap Forward,Clown Eyes Green,,,,
2759,Punk #2759,Human,Female,Albino,1,Pilot Helmet,,,,,,
2760,Punk #2760,Human,Female,Dark,2,Blue Eye Shadow,Pigtails,,,,,
2761,Punk #2761,Human,Female,Dark,3,Gold Chain,Straight Hair Dark,Nerd Glasses,,,,
2762,Punk #2762,Human,Male,Medium,2,Silver Chain,Do-rag,,,,,
2763,Punk #2763,Human,Male,Dark,3,Cap,Frown,Handlebars,,,,
2764,Punk #2764,Human,Male,Medium,3,Wild Hair,Normal Beard,Eye Patch,,,,
2765,Punk #2765,Human,Male,Dark,2,Cap Forward,Muttonchops,,,,,
2766,Punk #2766,Human,Male,Light,3,Clown Nose,Police Cap,VR,,,,
2767,Punk #2767,Human,Male,Medium,3,Rosy Cheeks,Do-rag,Regular Shades,,,,
2768,Punk #2768,Human,Male,Dark,1,Nerd Glasses,,,,,,
2769,Punk #2769,Human,Male,Medium,3,Peak Spike,Shadow Beard,Nerd Glasses,,,,
2770,Punk #2770,Human,Male,Light,3,Cigarette,Luxurious Beard,Mohawk Thin,,,,
2771,Punk #2771,Human,Male,Dark,2,Shadow Beard,Mohawk Dark,,,,,
2772,Punk #2772,Human,Female,Light,4,Black Lipstick,Bandana,Clown Eyes Green,Earring,,,
2773,Punk #2773,Human,Male,Light,2,Medical Mask,Mohawk,,,,,
2774,Punk #2774,Human,Male,Light,3,Stringy Hair,Earring,Nerd Glasses,,,,
2775,Punk #2775,Human,Female,Medium,2,Headband,Earring,,,,,
2776,Punk #2776,Human,Male,Medium,3,Spots,Earring,Mohawk,,,,
2777,Punk #2777,Human,Male,Dark,3,Normal Beard,Shaved Head,Small Shades,,,,
2778,Punk #2778,Human,Male,Dark,3,Front Beard,Messy Hair,Big Shades,,,,
2779,Punk #2779,Human,Male,Medium,3,Frumpy Hair,Handlebars,Earring,,,,
2780,Punk #2780,Human,Male,Medium,3,Earring,Nerd Glasses,Crazy Hair,,,,
2781,Punk #2781,Human,Female,Medium,2,Red Mohawk,3D Glasses,,,,,
2782,Punk #2782,Human,Female,Dark,3,Classic Shades,Stringy Hair,Purple Lipstick,,,,
2783,Punk #2783,Human,Male,Medium,2,Bandana,Shadow Beard,,,,,
2784,Punk #2784,Human,Male,Dark,3,Clown Eyes Blue,Normal Beard Black,Crazy Hair,,,,
2785,Punk #2785,Human,Male,Medium,3,Normal Beard,Knitted Cap,Eye Patch,,,,
2786,Punk #2786,Human,Male,Medium,4,Cigarette,Bandana,Earring,Horned Rim Glasses,,,
2787,Punk #2787,Human,Female,Medium,3,Purple Eye Shadow,Earring,Mohawk Dark,,,,
2788,Punk #2788,Human,Male,Medium,4,Front Beard,Classic Shades,Do-rag,Mole,,,
2789,Punk #2789,Human,Male,Light,3,Vampire Hair,Shadow Beard,Horned Rim Glasses,,,,
2790,Punk #2790,Human,Male,Dark,2,Wild Hair,Normal Beard,,,,,
2791,Punk #2791,Human,Male,Dark,2,Handlebars,Mohawk Thin,,,,,
2792,Punk #2792,Human,Female,Dark,3,Silver Chain,Straight Hair,Purple Lipstick,,,,
2793,Punk #2793,Human,Female,Medium,3,Clown Nose,Blonde Short,Nerd Glasses,,,,
2794,Punk #2794,Human,Male,Light,3,Cigarette,Messy Hair,3D Glasses,,,,
2795,Punk #2795,Human,Female,Medium,3,Green Eye Shadow,Wild Blonde,Rosy Cheeks,,,,
2796,Punk #2796,Human,Male,Dark,3,Peak Spike,Shadow Beard,Horned Rim Glasses,,,,
2797,Punk #2797,Human,Male,Light,3,Mohawk Thin,Horned Rim Glasses,Goat,,,,
2798,Punk #2798,Human,Male,Dark,3,Cap Forward,Earring,Eye Patch,,,,
2799,Punk #2799,Human,Female,Albino,3,Horned Rim Glasses,Wild Hair,Earring,,,,
2800,Punk #2800,Human,Female,Dark,1,Orange Side,,,,,,
2801,Punk #2801,Human,Male,Dark,2,Messy Hair,Small Shades,,,,,
2802,Punk #2802,Human,Male,Dark,2,Stringy Hair,Big Shades,,,,,
2803,Punk #2803,Human,Male,Dark,3,Chinstrap,Knitted Cap,Regular Shades,,,,
2804,Punk #2804,Human,Male,Medium,3,Spots,Nerd Glasses,Shaved Head,,,,
2805,Punk #2805,Human,Male,Dark,2,Police Cap,Chinstrap,,,,,
2806,Punk #2806,Human,Male,Light,2,Purple Hair,Goat,,,,,
2807,Punk #2807,Human,Female,Dark,4,Cap,Hot Lipstick,VR,Earring,,,
2808,Punk #2808,Human,Female,Dark,2,Knitted Cap,Purple Lipstick,,,,,
2809,Punk #2809,Human,Male,Medium,2,Normal Beard,Mohawk Dark,,,,,
2810,Punk #2810,Human,Male,Light,2,Nerd Glasses,Do-rag,,,,,
2811,Punk #2811,Human,Female,Medium,3,Clown Eyes Green,Wild Blonde,Purple Lipstick,,,,
2812,Punk #2812,Human,Female,Dark,3,Cap,Vape,Purple Lipstick,,,,
2813,Punk #2813,Human,Female,Dark,2,Blonde Short,Hot Lipstick,,,,,
2814,Punk #2814,Human,Female,Dark,4,Vape,Hot Lipstick,Half Shaved,Earring,,,
2815,Punk #2815,Human,Female,Light,4,Straight Hair,Purple Lipstick,Earring,Nerd Glasses,,,
2816,Punk #2816,Human,Female,Light,3,Clown Nose,Clown Eyes Blue,Straight Hair Dark,,,,
2817,Punk #2817,Human,Female,Albino,3,Messy Hair,Hot Lipstick,Clown Eyes Blue,,,,
2818,Punk #2818,Human,Male,Dark,3,Stringy Hair,Normal Beard Black,Earring,,,,
2819,Punk #2819,Human,Male,Light,4,Vampire Hair,Chinstrap,Horned Rim Glasses,Mole,,,
2820,Punk #2820,Human,Male,Dark,3,Bandana,Luxurious Beard,3D Glasses,,,,
2821,Punk #2821,Human,Female,Dark,2,Stringy Hair,Earring,,,,,
2822,Punk #2822,Human,Female,Medium,2,Purple Eye Shadow,Stringy Hair,,,,,
2823,Punk #2823,Human,Male,Dark,2,Hoodie,VR,,,,,
2824,Punk #2824,Human,Male,Albino,2,Mustache,Knitted Cap,,,,,
2825,Punk #2825,Human,Male,Light,3,Bandana,Handlebars,Small Shades,,,,
2826,Punk #2826,Human,Female,Light,3,Frumpy Hair,VR,Earring,,,,
2827,Punk #2827,Human,Male,Dark,2,Fedora,Earring,,,,,
2828,Punk #2828,Human,Female,Dark,3,Clown Eyes Green,Pigtails,Earring,,,,
2829,Punk #2829,Human,Female,Albino,3,Blue Eye Shadow,Earring,Blonde Bob,,,,
2830,Punk #2830,Human,Male,Light,4,Cigarette,Peak Spike,Classic Shades,Earring,,,
2831,Punk #2831,Human,Female,Dark,3,Big Shades,Wild White Hair,Black Lipstick,,,,
2832,Punk #2832,Human,Female,Dark,2,Horned Rim Glasses,Straight Hair,,,,,
